ProfileCreationDate,NoofLogin,ProfileViews,InterestSent,PlanPurchase,SalesTeamCallMade,FirstPlanPurchase,Gender,Age,City,Income,Education,Occupation,profilecreatedBy,maritalStatus,Height
2024-03-18,0,18,3,0,0,Not Purchased,Male,23,Murshidabad,Upto INR 2 Lacs,B.Com (Hons.),Salaried - Private,Self,Divorced,5.05
2024-03-18,1,16,6,0,0,Not Purchased,Male,31,Dhanbad,INR 4 Lacs - 6 Lacs,B.Com (Hons.),Salaried - Private,Sibling,Never Married,5.08
2024-03-18,0,197,137,0,0,Not Purchased,Male,32,Madhyamgram,INR 6 Lacs - 8 Lacs,B.A,Salaried - Government/PSU,Self,Divorced,5.1
2024-03-18,1,28,5,0,1,Not Purchased,Male,37,Habra,INR 4 Lacs - 6 Lacs,MBA,Salaried - Private,Self,Divorced,5.08
2024-03-18,0,187,12,0,1,Not Purchased,Male,50,Andul,INR 6 Lacs - 8 Lacs,MBBS,Medical Field,Self,Divorced,5.11
2024-03-18,1,8,5,0,2,Not Purchased,Male,25,Gangarampur,Upto INR 2 Lacs,High School,Salaried - Private,Friend,Divorced,5.03
2024-03-18,1,8,0,0,1,Not Purchased,Male,29,Kalna,Upto INR 2 Lacs,B.A (Hons.),Salaried - Private,Self,Never Married,5.02
2024-03-18,1,6,1,0,2,Not Purchased,Male,31,Navi Mumbai (Raigad District),INR 10 Lacs - 12 Lacs,High School,Business/Self Employed,Friend,Never Married,5.06
2024-03-18,1,0,0,0,1,Not Purchased,Male,24,Bardhaman,Upto INR 2 Lacs,B.A,Business/Self Employed,Self,Never Married,6.0
2024-03-18,1,16,1,0,6,Not Purchased,Male,28,North 24 Parganas,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.07
2024-03-18,1,23,4,0,1,Not Purchased,Male,32,Cooch Behar,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.07
2024-03-18,1,0,0,0,1,Not Purchased,Male,40,Kalchini,INR 4 Lacs - 6 Lacs,Secondary School,Business/Self Employed,Self,Widow / Widower,5.03
2024-03-18,0,1358,102,0,1,Not Purchased,Male,31,Nadia,INR 6 Lacs - 8 Lacs,M.A,Business/Self Employed,Self,Never Married,5.1
2024-03-18,1,7,0,0,0,Not Purchased,Male,43,Maheshtala,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.08
2024-03-18,0,35,6,0,1,Not Purchased,Male,30,Dima Hasao,INR 8 Lacs - 10 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.05
2024-03-18,1,24,0,0,1,Not Purchased,Male,36,Siliguri,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Awaiting Divorce,5.05
2024-03-18,1,9,4,0,0,Not Purchased,Male,26,Hooghly,INR 2 Lacs - 4 Lacs,High School,Professional,Self,Divorced,5.03
2024-03-18,0,52,1,0,1,Not Purchased,Male,46,Howrah,INR 4 Lacs - 6 Lacs,Diploma,Business/Self Employed,Self,Never Married,5.05
2024-03-18,0,3,0,0,1,Not Purchased,Male,26,Bankura,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Friend,Never Married,5.04
2024-03-18,1,0,0,0,2,Not Purchased,Male,36,Uluberia,INR 2 Lacs - 4 Lacs,High School,Business/Self Employed,Sibling,Never Married,5.03
2024-03-18,1,74,60,0,0,Not Purchased,Male,61,Jorhat,Upto INR 2 Lacs,MBA,Business/Self Employed,Self,Never Married,5.08
2024-03-18,0,81,0,0,1,Not Purchased,Female,25,Memari,INR 2 Lacs - 4 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.04
2024-03-18,0,45,16,0,2,Not Purchased,Male,44,Nalbari,Upto INR 2 Lacs,B.A (Hons.),Business/Self Employed,Self,Never Married,5.05
2024-03-18,0,89,16,0,0,Not Purchased,Male,29,Birbhum,INR 2 Lacs - 4 Lacs,B.Sc (Hons.),Salaried - Government/PSU,Self,Never Married,5.04
2024-03-18,1,42,9,0,0,Not Purchased,Male,29,Serampore,INR 2 Lacs - 4 Lacs,M.Tech,Salaried - Private,Self,Never Married,5.07
2024-03-18,0,79,0,0,1,Not Purchased,Male,34,Delhi,INR 4 Lacs - 6 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.05
2024-03-18,1,9,0,0,0,Not Purchased,Male,35,Agartala,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.04
2024-03-18,0,39,4,0,3,Not Purchased,Male,35,Durgapur,Upto INR 2 Lacs,Secondary School,Salaried - Private,Sibling,Never Married,5.07
2024-03-18,1,9,0,0,2,Not Purchased,Male,29,Budbud,INR 10 Lacs - 12 Lacs,MCA,Salaried - Private,Self,Never Married,6.01
2024-03-18,1,240,8,0,1,Not Purchased,Male,37,Kolkata,INR 4 Lacs - 6 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.0
2024-03-18,1,0,0,0,2,Not Purchased,Male,26,Uttar Dinajpur,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.02
2024-03-18,0,204,27,0,0,Not Purchased,Male,32,Kolkata,INR 10 Lacs - 12 Lacs,B.Com (Hons.),Salaried - Private,Self,Never Married,5.09
2024-03-18,1,32,22,0,3,Not Purchased,Female,31,Dum Dum,INR 4 Lacs - 6 Lacs,MDS,Salaried - Private,Parent,Never Married,5.03
2024-03-18,1,4,1,0,0,Not Purchased,Male,31,Howrah,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.05
2024-03-18,1,30,4,0,2,Not Purchased,Male,33,Bhadreswar,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Sibling,Never Married,5.08
2024-03-18,0,0,0,0,1,Not Purchased,Male,25,Howrah,INR 2 Lacs - 4 Lacs,BHM (Hotel Management),Salaried - Private,Parent,Never Married,5.05
2024-03-18,1,7,0,0,1,Not Purchased,Male,23,Uttar Dinajpur,Upto INR 2 Lacs,Secondary School,Salaried - Private,Relative,Never Married,4.1
2024-03-18,0,37,1,0,1,Not Purchased,Male,30,Durganagar,INR 2 Lacs - 4 Lacs,Higher Secondary School,Professional,Relative,Never Married,5.05
2024-03-18,1,43,10,0,0,Not Purchased,Male,36,Kolkata,INR 4 Lacs - 6 Lacs,Ph.D.,Salaried - Private,Self,Never Married,5.03
2024-03-18,1,73,22,0,1,Not Purchased,Male,26,Asansol,INR 4 Lacs - 6 Lacs,B.Com (Hons.),Business/Self Employed,Sibling,Never Married,5.05
2024-03-18,0,45,23,0,0,Not Purchased,Male,40,Silchar,INR 2 Lacs - 4 Lacs,B.Com,Salaried - Private,Self,Never Married,5.11
2024-03-18,1,17,0,0,2,Not Purchased,Male,21,Narit,INR 6 Lacs - 8 Lacs,High School,Salaried - Private,Self,Never Married,4.0
2024-03-18,0,251,28,0,9,Not Purchased,Male,40,Kolkata,INR 6 Lacs - 8 Lacs,B.Tech,Business/Self Employed,Parent,Divorced,5.06
2024-03-18,1,0,0,0,2,Not Purchased,Male,28,Hooghly,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.08
2024-03-18,1,2,0,0,1,Not Purchased,Male,31,Mumbai,INR 6 Lacs - 8 Lacs,High School,Professional,Self,Never Married,5.06
2024-03-18,1,0,0,0,1,Not Purchased,Male,33,Khirpai,INR 4 Lacs - 6 Lacs,Diploma,Salaried - Private,Self,Never Married,5.06
2024-03-18,1,6,0,0,2,Not Purchased,Male,21,West Medinipur,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.07
2024-03-18,1,17,1,0,1,Not Purchased,Male,22,Morigaon,Upto INR 2 Lacs,B.Sc,Salaried - Private,Self,Never Married,4.04
2024-03-18,1,22,2,0,2,Not Purchased,Male,30,Arambag,Upto INR 2 Lacs,M.A,Salaried - Private,Self,Never Married,5.05
2024-03-18,1,30,5,0,1,Not Purchased,Male,28,Karimganj,INR 2 Lacs - 4 Lacs,B.A (Hons.),Salaried - Private,Self,Never Married,5.04
2024-03-18,0,106,111,0,1,Not Purchased,Female,27,Krishnapur,Not Working,Others in Diploma,Salaried - Private,Parent,Never Married,5.02
2024-03-18,1,0,0,0,2,Not Purchased,Male,26,Karimganj,Upto INR 2 Lacs,High School,Salaried - Private,Self,Never Married,5.02
2024-03-18,1,91,6,0,2,Not Purchased,Male,30,Bardhaman (Burdwan),INR 6 Lacs - 8 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.09
2024-03-18,1,55,2,0,1,Not Purchased,Male,31,Bardhaman,Upto INR 2 Lacs,High School,Salaried - Private,Self,Never Married,5.0
2024-03-18,0,298,61,0,2,Not Purchased,Male,45,Kolkata,INR 6 Lacs - 8 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.08
2024-03-18,1,23,43,0,2,Not Purchased,Female,29,Dhanbad,INR 4 Lacs - 6 Lacs,B.A,Salaried - Private,Parent,Never Married,5.04
2024-03-18,1,6,0,0,1,Not Purchased,Female,26,Bankura,INR 8 Lacs - 10 Lacs,B.Sc (Hons.),Salaried - Government/PSU,Sibling,Never Married,5.02
2024-03-18,0,66,8,0,2,Not Purchased,Male,35,Nadia,Upto INR 2 Lacs,High School,Salaried - Private,Sibling,Divorced,5.06
2024-03-18,0,134,9,0,2,Not Purchased,Male,31,Santipur,INR 6 Lacs - 8 Lacs,M.A,Business/Self Employed,Parent,Never Married,5.06
2024-03-18,0,42,1,0,0,Not Purchased,Male,51,Durgapur,INR 8 Lacs - 10 Lacs,BE,Salaried - Private,Self,Awaiting Divorce,5.08
2024-03-19,0,228,9,0,1,Not Purchased,Male,32,Baruipur (P),INR 2 Lacs - 4 Lacs,B.Tech,Salaried - Private,Relative,Never Married,5.06
2024-03-19,0,860,263,0,1,Not Purchased,Male,31,Nandigram,INR 20 Lacs - 30 Lacs,Post Doctorate,Business/Self Employed,Self,Never Married,5.09
2024-03-19,0,48,0,0,6,Not Purchased,Male,26,Kolkata,INR 6 Lacs - 8 Lacs,B.A (Hons.),Business/Self Employed,Self,Never Married,5.09
2024-03-19,1,1,0,0,3,Not Purchased,Male,29,Kolkata,Upto INR 2 Lacs,Higher Secondary School,Professional,Self,Never Married,5.02
2024-03-19,1,14,4,0,1,Not Purchased,Male,35,South 24 Parganas,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.05
2024-03-19,0,23,0,0,1,Not Purchased,Male,25,Kolkata,INR 15 Lacs - 18 Lacs,B.Sc (Hons.),Salaried - Private,Parent,Never Married,5.07
2024-03-19,1,11,1,0,3,Not Purchased,Male,28,Kolkata,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.05
2024-03-19,1,7,0,0,2,Not Purchased,Male,26,Bolpur,INR 2 Lacs - 4 Lacs,High School,Business/Self Employed,Relative,Never Married,5.05
2024-03-19,0,2,0,0,3,Not Purchased,Male,39,Barasat,INR 2 Lacs - 4 Lacs,B.Sc,Salaried - Private,Relative,Never Married,5.05
2024-03-19,1,33,2,0,1,Not Purchased,Male,37,Jhargram,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Awaiting Divorce,5.02
2024-03-19,1,66,7,0,3,Not Purchased,Male,45,South Tripura,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Divorced,5.07
2024-03-19,0,316,29,0,3,Not Purchased,Male,37,Bardhaman,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.06
2024-03-19,0,54,6,0,1,Not Purchased,Male,29,Kolkata,INR 4 Lacs - 6 Lacs,Other Bachelors Degree in Management,Salaried - Private,Self,Never Married,5.07
2024-03-19,1,0,0,0,2,Not Purchased,Male,26,South Garia,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.0
2024-03-19,0,39,11,0,0,Not Purchased,Male,30,Simurali,INR 4 Lacs - 6 Lacs,B.A,Business/Self Employed,Self,Never Married,5.05
2024-03-19,0,239,38,0,0,Not Purchased,Male,28,Kolkata,INR 12 Lacs - 15 Lacs,B.Com (Hons.),Salaried - Private,Self,Never Married,5.11
2024-03-19,0,18,0,0,1,Not Purchased,Male,31,Bengaluru,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.04
2024-03-19,0,13,0,0,6,Not Purchased,Male,42,Kolkata,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,4.1
2024-03-19,1,3,0,0,2,Not Purchased,Male,34,Narit,INR 12 Lacs - 15 Lacs,Secondary School,Salaried - Government/PSU,Friend,Divorced,4.01
2024-03-19,1,0,0,0,3,Not Purchased,Female,31,Korba,INR 4 Lacs - 6 Lacs,Ph.D.,Salaried - Private,Parent,Never Married,5.03
2024-03-19,0,40,1,0,4,Not Purchased,Male,31,Murshidabad,INR 4 Lacs - 6 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.05
2024-03-19,1,0,0,0,0,Not Purchased,Male,34,Kolkata,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Awaiting Divorce,6.07
2024-03-19,1,0,0,0,1,Not Purchased,Female,24,Kolkata,INR 2 Lacs - 4 Lacs,Diploma,Salaried - Private,Parent,Never Married,5.01
2024-03-19,0,6,0,0,1,Not Purchased,Male,23,Barasat,INR 4 Lacs - 6 Lacs,Secondary School,Salaried - Private,Relative,Never Married,6.1
2024-03-19,1,0,0,0,1,Not Purchased,Male,42,Kolkata,Not Working,BMM,Salaried - Private,Self,Never Married,4.0
2024-03-19,0,66,57,0,0,Not Purchased,Female,28,Pune,INR 12 Lacs - 15 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.02
2024-03-19,1,7,0,0,1,Not Purchased,Male,22,Medinipur,Upto INR 2 Lacs,Higher Secondary School,Medical Field,Self,Never Married,5.06
2024-03-19,1,22,1,0,1,Not Purchased,Male,24,West Medinipur,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Parent,Never Married,5.06
2024-03-19,1,13,5,0,1,Not Purchased,Male,34,Ghatal,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.05
2024-03-19,1,0,0,0,1,Not Purchased,Male,23,Durgapur,INR 2 Lacs - 4 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.1
2024-03-19,0,14,4,0,0,Not Purchased,Male,25,Bardhaman (Burdwan),INR 12 Lacs - 15 Lacs,B.Sc,Business/Self Employed,Self,Never Married,5.08
2024-03-19,0,278,26,0,0,Not Purchased,Male,39,Kolkata,INR 2 Lacs - 4 Lacs,B.Com,Salaried - Government/PSU,Self,Never Married,5.05
2024-03-19,1,1,0,0,2,Not Purchased,Male,23,Tamluk,INR 2 Lacs - 4 Lacs,Diploma,Salaried - Private,Self,Never Married,5.06
2024-03-19,1,20,1,0,1,Not Purchased,Male,28,Panskura,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.05
2024-03-19,1,0,0,0,2,Not Purchased,Male,36,Dhanbad,INR 2 Lacs - 4 Lacs,B.Com,Salaried - Government/PSU,Sibling,Never Married,5.06
2024-03-19,0,108,5,0,3,Not Purchased,Male,26,Kolkata,INR 12 Lacs - 15 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.11
2024-03-19,1,10,0,0,2,Not Purchased,Male,36,Falakata,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.01
2024-03-19,0,91,6,0,1,Not Purchased,Male,30,Hooghly,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.03
2024-03-19,0,103,2,0,6,Not Purchased,Male,30,Bangalore Rural,INR 20 Lacs - 30 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.03
2024-03-19,1,0,0,0,2,Not Purchased,Male,32,Garbeta,INR 6 Lacs - 8 Lacs,B.Tech,Business/Self Employed,Self,Never Married,5.06
2024-03-19,0,16,1,0,0,Not Purchased,Male,27,Bagnan,Upto INR 2 Lacs,B.A (Hons.),Salaried - Private,Parent,Never Married,5.06
2024-03-19,1,3,0,0,1,Not Purchased,Male,28,Santipur,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.05
2024-03-19,0,5,0,0,1,Not Purchased,Male,27,Paschim Medinipur,INR 2 Lacs - 4 Lacs,High School,Salaried - Private,Self,Never Married,5.02
2024-03-19,1,15,1,0,5,Not Purchased,Male,27,Barasat,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.07
2024-03-19,0,799,26,0,0,Not Purchased,Male,31,Pune,INR 18 Lacs - 20 Lacs,M.Tech,Salaried - Private,Parent,Never Married,5.04
2024-03-19,0,48,14,0,1,Not Purchased,Male,39,South 24 Parganas,INR 4 Lacs - 6 Lacs,M.Sc,Salaried - Government/PSU,Self,Never Married,5.07
2024-03-19,1,116,123,0,0,Not Purchased,Female,26,Kolkata,INR 6 Lacs - 8 Lacs,MBA,Salaried - Private,Parent,Never Married,5.04
2024-03-19,0,670,12,0,1,Not Purchased,Female,28,Hyderabad,INR 12 Lacs - 15 Lacs,M.Sc,Salaried - Government/PSU,Parent,Never Married,5.04
2024-03-19,1,8,4,0,0,Not Purchased,Male,24,Cooch Behar,INR 2 Lacs - 4 Lacs,Others in Diploma,Business/Self Employed,Self,Never Married,5.04
2024-03-19,1,8,0,0,2,Not Purchased,Male,35,Chandannagar,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,6.02
2024-03-19,1,39,2,0,1,Not Purchased,Male,26,Sibsagar,INR 4 Lacs - 6 Lacs,B.A,Business/Self Employed,Self,Divorced,4.04
2024-03-19,0,0,0,0,2,Not Purchased,Male,30,Ichhapur,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Parent,Never Married,5.08
2024-03-19,0,287,3,0,1,Not Purchased,Male,30,Pune,INR 20 Lacs - 30 Lacs,MBA,Salaried - Private,Parent,Never Married,6.02
2024-03-19,2,0,0,0,1,Not Purchased,Male,31,Chennai,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.03
2024-03-19,0,0,0,0,0,Not Purchased,Male,29,Sangli (Sangli-Miraj Kupwad),INR 10 Lacs - 12 Lacs,Other Bachelors Degree in Arts/Science/Commerce,Business/Self Employed,Sibling,Never Married,5.09
2024-03-19,0,104,47,0,2,Not Purchased,Male,31,Purba Medinipur,INR 8 Lacs - 10 Lacs,M.A,Business/Self Employed,Self,Never Married,5.08
2024-03-19,1,306,44,0,2,Not Purchased,Male,34,Bamangachhi,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Divorced,5.02
2024-03-19,1,8,0,0,3,Not Purchased,Male,30,Bardhaman (Burdwan),INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.07
2024-03-19,1,93,1,0,1,Not Purchased,Male,37,Haldia,INR 2 Lacs - 4 Lacs,Diploma,Salaried - Private,Parent,Never Married,5.07
2024-03-19,1,21,0,0,2,Not Purchased,Male,36,Bardhaman (Burdwan),INR 2 Lacs - 4 Lacs,Secondary School,Professional,Relative,Never Married,6.02
2024-03-19,0,8,0,0,0,Not Purchased,Male,35,Kolkata,INR 51 Lacs - 60 Lacs,Ph.D.,Salaried - Private,Sibling,Never Married,6.01
2024-03-19,0,302,55,0,0,Not Purchased,Male,34,Birati,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.08
2024-03-19,1,0,0,0,2,Not Purchased,Male,40,Hubli,INR 2 Lacs - 4 Lacs,High School,Salaried - Private,Self,Widow / Widower,6.02
2024-03-19,0,1003,80,0,1,Not Purchased,Male,32,Kolkata,INR 6 Lacs - 8 Lacs,Other Masters Degree in Engineering/Computers,Salaried - Private,Parent,Never Married,5.06
2024-03-19,0,529,69,0,0,Not Purchased,Male,27,Howrah,INR 10 Lacs - 12 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.07
2024-03-19,0,44,2,0,2,Not Purchased,Male,29,Delhi,INR 30 Lacs - 40 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.07
2024-03-19,1,94,2,0,1,Not Purchased,Female,27,Kolkata,INR 4 Lacs - 6 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.05
2024-03-19,1,118,0,0,0,Not Purchased,Male,37,Kharagpur,Upto INR 2 Lacs,Higher Secondary School,Salaried - Government/PSU,Relative,Never Married,5.1
2024-03-19,0,289,23,0,0,Not Purchased,Male,31,Kolkata,INR 4 Lacs - 6 Lacs,B.A (Hons.),Business/Self Employed,Self,Never Married,5.03
2024-03-19,0,158,33,0,1,Not Purchased,Male,36,Berhampore,INR 2 Lacs - 4 Lacs,B.A,Salaried - Government/PSU,Self,Divorced,5.05
2024-03-19,0,409,213,0,2,Not Purchased,Male,34,Kolkata,INR 8 Lacs - 10 Lacs,Ph.D.,Salaried - Government/PSU,Self,Never Married,5.06
2024-03-19,0,64,27,0,0,Not Purchased,Male,42,Khardah,INR 6 Lacs - 8 Lacs,B.Sc (Hons.),Salaried - Private,Self,Divorced,5.05
2024-03-19,0,54,21,0,1,Not Purchased,Male,39,Bardhaman (Burdwan),INR 4 Lacs - 6 Lacs,B.A,Salaried - Government/PSU,Self,Divorced,5.09
2024-03-19,0,1188,193,0,1,Not Purchased,Male,31,Kolkata,INR 18 Lacs - 20 Lacs,B.Tech,Salaried - Private,Parent,Never Married,6.01
2024-03-19,0,24,5,0,3,Not Purchased,Male,27,Taldi,Upto INR 2 Lacs,High School,Business/Self Employed,Self,Never Married,5.04
2024-03-19,0,15,1,0,4,Not Purchased,Male,47,Beldanga,INR 4 Lacs - 6 Lacs,B.Sc,Medical Field,Self,Divorced,5.08
2024-03-19,1,4,0,0,1,Not Purchased,Male,26,Panskura,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Self,Widow / Widower,5.03
2024-03-19,0,66,20,0,2,Not Purchased,Male,32,Alipurduar,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Relative,Never Married,5.03
2024-03-19,0,129,149,0,0,Not Purchased,Female,27,Kolkata,INR 4 Lacs - 6 Lacs,MBA,Salaried - Private,Self,Never Married,5.02
2024-03-20,0,4,0,0,1,Not Purchased,Male,28,Rampurhat,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.07
2024-03-20,0,74,28,0,1,Not Purchased,Female,36,Kolkata,Not Working,B.A,Not working,Parent,Never Married,4.1
2024-03-20,1,7,5,0,3,Not Purchased,Male,25,West Tripura,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.03
2024-03-20,1,0,0,0,1,Not Purchased,Male,24,North Lakhimpur,INR 4 Lacs - 6 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.04
2024-03-20,1,8,0,0,1,Not Purchased,Male,36,Cooch Behar,Upto INR 2 Lacs,B.A,Salaried - Private,Self,Never Married,5.02
2024-03-20,0,56,10,0,0,Not Purchased,Male,25,Bhadreswar,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.1
2024-03-20,1,13,1,0,2,Not Purchased,Female,38,Ontario,"USD 90,000 - 100,000",Ph.D.,Salaried - Government/PSU,Self,Divorced,5.07
2024-03-20,0,52,18,0,0,Not Purchased,Male,28,Howrah,INR 2 Lacs - 4 Lacs,B.Com,Salaried - Private,Parent,Never Married,6.0
2024-03-20,0,346,48,0,1,Not Purchased,Male,31,Kolkata,INR 12 Lacs - 15 Lacs,B.Sc (Hons.),Business/Self Employed,Self,Never Married,5.1
2024-03-20,0,227,9,0,5,Not Purchased,Male,37,Bardhaman,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.06
2024-03-20,1,6,0,0,1,Not Purchased,Male,24,Bhangar,INR 10 Lacs - 12 Lacs,High School,Business/Self Employed,Self,Never Married,5.06
2024-03-20,1,0,0,0,0,Not Purchased,Male,35,Kolkata,Upto INR 2 Lacs,B.Sc,Salaried - Private,Parent,Never Married,5.07
2024-03-20,0,41,121,0,0,Not Purchased,Male,28,Cooch Behar,INR 2 Lacs - 4 Lacs,B.Sc (Hons.),Salaried - Government/PSU,Self,Never Married,5.06
2024-03-20,0,16,55,0,1,Not Purchased,Male,38,Habra,INR 12 Lacs - 15 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.05
2024-03-20,0,126,20,0,2,Not Purchased,Male,26,Kolkata,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.04
2024-03-20,1,0,0,0,1,Not Purchased,Male,38,Maldah,INR 4 Lacs - 6 Lacs,Secondary School,Business/Self Employed,Self,Awaiting Divorce,4.05
2024-03-20,1,0,0,0,2,Not Purchased,Male,30,Birbhum,INR 2 Lacs - 4 Lacs,Higher Secondary School,Professional,Self,Divorced,5.05
2024-03-20,1,4,0,0,0,Not Purchased,Male,34,Noida,INR 12 Lacs - 15 Lacs,B.Sc,Salaried - Private,Parent,Never Married,5.11
2024-03-20,1,3,0,0,1,Not Purchased,Male,29,Balurghat,INR 2 Lacs - 4 Lacs,High School,Salaried - Private,Parent,Never Married,5.03
2024-03-20,0,0,0,0,0,Not Purchased,Female,29,Kolkata,INR 8 Lacs - 10 Lacs,MBBS,Salaried - Government/PSU,Parent,Never Married,5.01
2024-03-20,0,17,0,0,1,Not Purchased,Male,23,Mumbai,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,6.0
2024-03-20,0,21,0,0,0,Not Purchased,Male,38,Kolkata,INR 12 Lacs - 15 Lacs,B.A (Hons.),Business/Self Employed,Self,Never Married,5.03
2024-03-20,1,3,0,0,0,Not Purchased,Male,42,Chandannagar,INR 2 Lacs - 4 Lacs,B.A (Hons.),Salaried - Private,Relative,Never Married,5.09
2024-03-20,1,17,0,0,1,Not Purchased,Male,34,Dibrugarh,Upto INR 2 Lacs,B.Com,Salaried - Private,Self,Never Married,5.05
2024-03-20,0,1548,28,0,1,Not Purchased,Male,31,Kolkata,INR 18 Lacs - 20 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.08
2024-03-20,1,2,2,0,1,Not Purchased,Male,26,Bongaigaon,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.06
2024-03-20,1,40,6,0,3,Not Purchased,Male,28,South 24 Parganas,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.01
2024-03-20,1,0,0,0,5,Not Purchased,Male,28,South 24 Parganas,INR 4 Lacs - 6 Lacs,BE,Salaried - Private,Parent,Never Married,5.11
2024-03-20,1,138,16,0,4,Not Purchased,Male,29,Garia,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Parent,Never Married,5.06
